Số báo danh,Khối Thi,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa lý,GDCD
01031782,khxh,7,8.75,8,-1,-1,-1,6.75,6.8,9.25
01031783,khxh,7.4,7.75,7.25,-1,-1,-1,4.75,6.4,7.5
01031784,khxh,7.6,8.75,7.5,-1,-1,-1,7.75,7.6,7.75
01031785,khxh,7.4,8.25,4,-1,-1,-1,6.25,4.2,8
01031786,khxh,6.2,8.5,8,-1,-1,-1,7.5,5.4,7.75
01031787,khxh,6.4,7.5,7.5,-1,-1,-1,7,5.2,7.25
01031788,khxh,3.8,9,8.25,-1,-1,-1,9.25,7.6,8.75
01031789,khxh,6.2,7.5,6.25,-1,-1,-1,5.5,4.6,7.25
01031790,khxh,7.2,8.25,7.75,-1,-1,-1,7.5,8.2,8.5
01031791,NONE7.2,8.75,8,-1,-1,-1,-1,-1,-1
01031792,khxh,7.6,8,7.75,-1,-1,-1,6.75,8.2,8.5
01031793,khxh,8,9.25,8.25,-1,-1,-1,6,8,8.5
01031794,khxh,7.8,8.25,5,-1,-1,-1,6.5,9.4,7.5
01031795,khxh,6.4,9.25,7,-1,-1,-1,6.5,6.6,9
01031796,khxh,7.6,8,8,-1,-1,-1,8.25,9.8,8.5
01031797,khxh,6.2,8,6,-1,-1,-1,5.5,5.2,7.75
01031798,khxh,7.2,8.5,7,-1,-1,-1,6.5,8,8.25
01031799,khxh,8.6,8,8.5,-1,-1,-1,8,8.4,9
01031800,khxh,7.8,7.75,6.75,-1,-1,-1,6.25,7.6,8.5
01031801,khxh,7.6,7.5,5,-1,-1,-1,5.5,3.6,7.25
01031802,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01031803,khxh,7.2,8.5,6.25,-1,-1,-1,5.5,5.6,8.25
01031804,khxh,7.6,7.75,7.25,-1,-1,-1,5.25,5,8
01031805,khxh,7.2,8,8,-1,-1,-1,7.25,8.8,7.5
01031806,khxh,6,8.5,9.25,-1,-1,-1,8.75,7.8,8.5
01031807,khxh,8.2,8.5,8.5,-1,-1,-1,8,7.4,8.75
01031808,khxh,8.2,9.25,7.5,-1,-1,-1,7.5,6.4,8
01031809,khxh,7.4,8.75,7.75,-1,-1,-1,7,9,8.75
01031810,khxh,7,8.75,6.25,-1,-1,-1,6,7,8.75
01031811,khxh,6.6,7.5,5.25,-1,-1,-1,4.25,6.8,8.25
01031812,khxh,8.2,8.25,5.75,-1,-1,-1,8,3.4,7.75
01031813,khxh,6.8,8.25,7.5,-1,-1,-1,7.25,6.8,8.25
01031814,khxh,7.8,8.75,7.5,-1,-1,-1,8.5,8,8.25
01031815,khxh,7.6,8.75,9.25,-1,-1,-1,8.75,8,8.75
01031816,khxh,7.6,9.25,9,-1,-1,-1,8.5,8.2,9.25
01031817,khxh,8,9,6,-1,-1,-1,6,9,8.25
01031818,khxh,8.4,8.25,8,-1,-1,-1,7,7.2,7.75
01031819,khxh,8.2,8.5,7,-1,-1,-1,6.75,8.8,8.25
01031820,khxh,7.8,9.25,7.25,-1,-1,-1,6.5,6.2,8
01031821,NONE8.2,9,5.2,-1,-1,-1,-1,-1,-1
01031822,khxh,8.4,9.25,8.75,-1,-1,-1,7.25,8.6,8.25
01031823,khxh,5.4,6.75,6.25,-1,-1,-1,6,4.4,7.75
01031824,khxh,6.2,7.5,7.25,-1,-1,-1,6.25,4.6,8.5
01031825,NONE8.4,8.5,9,-1,-1,-1,-1,-1,-1
01031826,khxh,8.2,8.5,6,-1,-1,-1,6.5,8.4,8.75
01031827,khxh,7.8,8.75,8.25,-1,-1,-1,8,9.6,8.75
01031828,khxh,5.4,7.75,5.75,-1,-1,-1,8.25,6.4,7.25
01031829,khxh,7.6,7.5,5.75,-1,-1,-1,7,4.2,8.25
01031830,khxh,8.4,8.5,8,-1,-1,-1,8.5,6.6,8.75
01031831,khxh,9,8.75,8,-1,-1,-1,6.25,9.8,8
01031832,khxh,7.8,9.25,6,-1,-1,-1,7.5,7.2,8
01031833,khxh,8,8.75,8.5,-1,-1,-1,7,9,8.5
01031834,khxh,7.4,8.5,8,-1,-1,-1,7.25,8.2,7.5
01031835,khxh,5.2,7.25,5.25,-1,-1,-1,7,3.2,8
01031836,khxh,6.2,7.25,7.5,-1,-1,-1,7.25,4.4,7.25
01031837,khxh,7,8.5,9,-1,-1,-1,6.75,6.4,9
01031838,khxh,7,7,6.75,-1,-1,-1,6.75,6.4,8.25
01031839,khxh,7,7.75,6.5,-1,-1,-1,6.75,6.6,8
01031840,khxh,8.6,9,8,-1,-1,-1,7.25,8,9.5
01031841,khxh,5.8,7.5,7.25,-1,-1,-1,7,8,7.5
01031842,khxh,6.4,7.75,8,-1,-1,-1,-1,6.75,-1
01031843,khtn,8.8,-1,-1,7.75,8.5,-1,-1,-1,-1
01031844,NONE8.4,9,7.8,-1,-1,-1,-1,-1,-1
01031845,khtn,8.2,-1,7.2,7.75,-1,-1,-1,-1,-1
01031846,khxh,-1,6.25,-1,-1,-1,-1,3.5,5.25,-1
01031847,khtn,8.8,-1,8.6,9.75,-1,-1,-1,-1,-1
01031848,khxh,-1,6.5,-1,-1,-1,-1,4.75,4.5,-1
01031849,khtn,8.8,-1,8.4,8,4,-1,-1,-1,-1
01031850,khtn,9.2,-1,-1,7.75,8.25,2.75,-1,-1,-1
01031851,khxh,-1,4.75,-1,-1,-1,-1,3.75,8,-1
01031852,khxh,-1,5.75,-1,-1,-1,-1,4.75,5.25,-1
01031853,khtn,7.8,-1,8.2,7.5,-1,-1,-1,-1,-1
01031854,khxh,-1,8,-1,-1,-1,-1,6.75,6.75,-1
01031855,NONE6.8,8.25,5.4,-1,-1,-1,-1,-1,-1
01031856,NONE7.6,9,5.8,-1,-1,-1,-1,-1,-1
01031857,NONE7.8,8,9,-1,-1,-1,-1,-1,-1
01031858,khxh,6,6.75,-1,-1,-1,-1,5.5,6.75,5.75
01031859,khxh,8.6,9,8.25,-1,-1,-1,7,9.6,9
01031860,khtn,8.6,9,6,9.25,5,8.75,-1,-1,-1
01031861,khtn,8.2,7.25,8.2,7.25,7.25,9,-1,-1,-1
01031862,khtn,8.8,8.5,9.4,9.25,6.5,8,-1,-1,-1
01031863,khxh,6.4,8.5,3.5,-1,-1,-1,6,3.8,4.25
01031864,khtn,7.4,4,7,7.5,4.75,7.75,-1,-1,-1
01031865,khtn,8.6,4.5,7.4,8.5,6.25,8.25,-1,-1,-1
01031866,khxh,6,7.5,6.75,-1,-1,-1,4.75,4.8,7.25
01031867,khxh,6.2,7.75,7.75,-1,-1,-1,8.5,4.2,7.75
01031868,khxh,8.6,8,6.5,-1,-1,-1,8.25,2.6,7
01031869,khxh,7.6,7.75,6,-1,-1,-1,5.75,8.4,8.25
01031870,khxh,8.8,8.5,7.5,-1,-1,-1,7.5,8.2,7.75
01031871,khxh,7.8,7.5,8.25,-1,-1,-1,6.5,8.4,8.5
01031872,khxh,5,6,6.75,-1,-1,-1,6,6.8,8.5
01031873,khtn,5.8,2.5,-1,5.75,5.25,6,-1,-1,-1
01031874,khtn,8.4,6.25,6.6,7.25,5.5,5.5,-1,-1,-1
01031875,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01031876,khtn,5.8,6.75,5.8,5,2.25,6.25,-1,-1,-1
01031877,khtn,8.8,8,5.8,8.75,2.5,5.75,-1,-1,-1
01031878,khtn,8.2,6,6.2,6,3,7.25,-1,-1,-1
01031879,khtn,8.6,3,8,7,4,6,-1,-1,-1
01031880,khxh,8.2,8.75,8.5,-1,-1,-1,8.5,9.2,8.75
01031881,khtn,8.2,8,4,7.25,4,6.25,-1,-1,-1
01031882,khtn,8.2,8.25,6.8,7.5,6.25,6.5,-1,-1,-1
01031883,khxh,7.4,8.25,8.25,-1,-1,-1,7.5,9.2,8.5
01031884,khxh,7.4,5.75,8,-1,-1,-1,5.75,5.2,6.75
01031885,khxh,6.4,8.25,8.75,-1,-1,-1,7.5,3.4,8.25
01031886,khtn,6.2,3.5,7,3.25,3.25,6.75,-1,-1,-1
01031887,khtn,8.4,4,7.4,8.75,6,5.75,-1,-1,-1
01031888,khtn,7.4,5.5,4.2,3.5,4,4.25,-1,-1,-1
01031889,khxh,6.8,8.5,7.5,-1,-1,-1,6.5,5.6,7.75
01031890,khtn,8.6,5.75,8.2,7.5,3.25,7,-1,-1,-1
01031891,khtn,8.8,8.75,3.6,3.75,8.25,6,-1,-1,-1
01031892,khtn,7.8,8,5.2,7,3.25,5.75,-1,-1,-1
01031893,khtn,8.2,7.25,2.6,8.5,1.5,6.25,-1,-1,-1
01031894,khtn,9,4.75,9.4,8.25,7.25,7,-1,-1,-1
01031895,khxh,8,9.25,8,-1,-1,-1,6.5,9,8.75
01031896,khxh,7.4,6.75,8,-1,-1,-1,6.5,7.6,8
01031897,khtn,8.6,6.25,9.2,8,6,6.5,-1,-1,-1
01031898,khtn,8.4,8,3.4,8.75,2.5,7,-1,-1,-1
01031899,khxh,6.4,6.5,4.5,-1,-1,-1,5.5,6.8,6.5
01031900,khtn,7.8,4.5,9,6.75,4.25,6.25,-1,-1,-1
01031901,khtn,6.4,7,7.6,4.25,4.5,5.5,-1,-1,-1
01031902,khtn,7.6,7.75,9.2,5.75,5.75,6.75,-1,-1,-1
01031903,khxh,4.8,6.75,6.75,-1,-1,-1,7.5,7.2,9.25
01031904,khxh,7.4,7,-1,-1,-1,-1,6,6.5,6.5
01031905,khtn,8.4,6,7.4,6.25,3.75,7.25,-1,-1,-1
01031906,khtn,7.6,5,9,6.5,4.75,7,-1,-1,-1
01031907,khxh,7.2,7.75,5,-1,-1,-1,7,5,7.25
01031908,khtn,8.2,5.5,9.4,8.75,4.75,8.25,-1,-1,-1
01031909,khtn,4.8,4.25,6,5.75,2.75,6,-1,-1,-1
01031910,khxh,3.2,3.75,5,-1,-1,-1,6.5,4,6.25
01031911,khtn,8.8,4.75,9.2,9,6.75,6,-1,-1,-1
01031912,khxh,7.4,6.5,8.75,-1,-1,-1,7.5,7.2,8.25
01031913,khtn,8.2,6.75,5,7.5,4,6,-1,-1,-1
01031914,khxh,7,7.75,8.75,-1,-1,-1,7.25,7.4,8.75
01031915,khtn,7,4,6.2,5.75,2.5,6.5,-1,-1,-1
01031916,khxh,3.4,6,4.75,-1,-1,-1,6.5,3.8,6.75
01031917,khxh,7.2,8,4.75,-1,-1,-1,5.5,7,4.5
01031918,khxh,7.8,9,8.75,-1,-1,-1,7.5,7.6,8.5
01031919,khxh,6,6,8.75,-1,-1,-1,6.25,8.4,8.75
01031920,khtn,6.2,7.5,3,6,2.75,5.75,-1,-1,-1
01031921,khtn,9.2,5.5,8.4,9.25,4.25,8,-1,-1,-1
01031922,khtn,7.8,6,9.6,5,3.5,8.25,-1,-1,-1
01031923,khtn,8.4,7,4,7.5,4,5.75,-1,-1,-1
01031924,khtn,8.6,9.5,9,5.25,6.5,8.5,-1,-1,-1
01031925,khtn,8.4,4.5,9.2,7.75,3.75,8.25,-1,-1,-1
01031926,khxh,7.2,7.75,6.75,-1,-1,-1,4.25,4,8.5
01031927,khtn,7.6,8,5.2,7.75,4.5,6.75,-1,-1,-1
01031928,khtn,8,4.5,-1,5.5,3.75,7.5,-1,-1,-1
01031929,khtn,8.6,4.25,8.2,9,4.5,5.75,-1,-1,-1
01031930,khxh,7.8,8.5,8,-1,-1,-1,6.5,8.4,8
01031931,khtn,8.4,4.75,9.4,8,3.75,6.5,-1,-1,-1
01031932,khxh,7,8.75,6.25,-1,-1,-1,8,7.2,7.75
01031933,khxh,7.4,7.75,7.25,-1,-1,-1,6.75,6.4,8.5
01031934,khxh,6,8,8.5,-1,-1,-1,6.5,5.8,7
01031935,khtn,7,8.5,3.4,6,3.75,6.5,-1,-1,-1
01031936,khxh,7.2,8,5.25,-1,-1,-1,8.5,7.6,8.5
01031937,khxh,7,8.25,8.25,-1,-1,-1,7.5,8.2,8
01031938,khxh,4.4,8.25,9.75,-1,-1,-1,8.5,2.8,8.75
01031939,khtn,8.8,8.25,7.4,6.5,6,7.75,-1,-1,-1
01031940,khxh,6.6,8,5.75,-1,-1,-1,6,8,7.75
01031941,khtn,7.6,2.25,6.6,4.5,3,8.5,-1,-1,-1
01031942,khxh,8.2,8,4.5,-1,-1,-1,6.25,8,8.5
01031943,khxh,5.6,7.25,3,-1,-1,-1,4.5,2.6,7
01031944,khxh,7.6,9.25,7.5,-1,-1,-1,6.5,8,8.75
01031945,khxh,5.8,5.5,5.25,-1,-1,-1,6,8,6.75
01031946,khxh,6,7.25,4.5,-1,-1,-1,5,5.2,8.25
01031947,khxh,7.4,6.75,7,-1,-1,-1,7.25,9,7.75
01031948,khxh,7.8,8.75,-1,-1,-1,-1,7.5,8.75,7.5
01031949,khxh,6.6,7.25,7.75,-1,-1,-1,6.25,6.4,8.5
01031950,khxh,5.2,6.5,5.75,-1,-1,-1,6.25,6.6,8
01031951,khtn,9.4,8,5.4,8.25,4.5,7.75,-1,-1,-1
01031952,khxh,7,6.75,6.5,-1,-1,-1,7,3.8,7.25
01031953,khxh,6.8,9,4.5,-1,-1,-1,5,4.8,6.75
01031954,khxh,8,6.5,7,-1,-1,-1,6.5,6.4,7.75
01031955,khxh,5.2,4.75,5.5,-1,-1,-1,4,3,7
01031956,khxh,8,7,6.25,-1,-1,-1,5.75,7.8,7
01031957,khxh,4,5.75,6.5,-1,-1,-1,5.5,4.2,7
01031958,khxh,7.6,7.5,5.25,-1,-1,-1,5.75,6.4,7.5
01031959,khtn,8.2,6.5,7.8,8,5.5,8.25,-1,-1,-1
01031960,khxh,9,8.5,6.5,-1,-1,-1,7.75,9,8.5
01031961,khxh,7.8,9.25,6.75,-1,-1,-1,7.5,9,9
01031962,khxh,7.2,8,6.5,-1,-1,-1,5.75,6.4,7.75
01031963,khxh,6,6.25,7,-1,-1,-1,8,5,9
01031964,khxh,8,8.25,9.25,-1,-1,-1,7.75,7,8.75
01031965,khtn,7.2,8.25,7.2,7.25,6.5,8.75,-1,-1,-1
01031966,khxh,9,8,5.25,-1,-1,-1,7.5,9.4,7.25
01031967,khxh,6.4,8.5,4.25,-1,-1,-1,6.75,6.6,7.5
01031968,khtn,8.2,7.75,6.8,7.75,5.5,7.5,-1,-1,-1
01031969,khtn,8,9.25,7.6,8.75,5.25,9,-1,-1,-1
01031970,khxh,6.6,8.25,6.75,-1,-1,-1,7,4,8.75
01031971,khxh,8.8,9,8.75,-1,-1,-1,8.75,9,9
01031972,khxh,9.2,9.5,7.75,-1,-1,-1,8,9.4,8.75
01031973,khxh,7,7.75,6.5,-1,-1,-1,6.5,4.4,8
01031974,khxh,8.6,9.25,7.5,-1,-1,-1,7.5,9.2,8.25
01031975,khtn,9,8.25,5.4,7.5,4.25,8.25,-1,-1,-1
01031976,khxh,6.8,8.5,6.75,-1,-1,-1,5.25,7.4,7.25
01031977,khxh,8.2,8.75,6.75,-1,-1,-1,7,8.8,7.75
01031978,khxh,3.2,6,5,-1,-1,-1,6.75,2.4,8
01031979,khtn,7.8,4.25,8,6,3.75,9,-1,-1,-1
01031980,khxh,8.2,8.5,5.75,-1,-1,-1,8.25,9.6,8
01031981,khxh,8.2,7.25,6,-1,-1,-1,6.5,6.2,7.75
01031982,khxh,8.8,9,8.75,-1,-1,-1,9.25,9.2,9
01031983,khxh,8,8.75,9,-1,-1,-1,8.25,9,8.5
01031984,khtn,8,5.25,8.4,6.25,3,6.75,-1,-1,-1
01031985,khxh,7,7.5,5.75,-1,-1,-1,6.75,5.6,8.5
01031986,khxh,7.4,7,6.5,-1,-1,-1,8.5,8.4,8
01031987,khxh,7,9,9.25,-1,-1,-1,9,6,8.5
01031988,khxh,8.8,9.5,9.25,-1,-1,-1,9,9.4,9.25
01031989,khtn,8,5,8,7.5,4.75,8.5,-1,-1,-1
01031990,khxh,4,7,5.75,-1,-1,-1,7.75,7.2,8
01031991,khxh,7.8,7.5,8,-1,-1,-1,7.25,3.4,8
01031992,khxh,5,7.75,3.5,-1,-1,-1,5,3.6,7
01031993,khtn,8.4,5.25,7.4,7.75,4,7.25,-1,-1,-1
01031994,khtn,9,5.25,9,9,6.5,9,-1,-1,-1
01031995,khtn,8.2,6.5,5.2,8,5,7.75,-1,-1,-1
01031996,khxh,5.4,8.25,8.75,-1,-1,-1,6.5,4.8,9
01031997,khxh,5,6.25,6.5,-1,-1,-1,5.25,4,7.25
01031998,khtn,8.2,5.75,5.8,6.75,3.5,8,-1,-1,-1
01031999,khtn,7.8,7.75,7.8,6.75,3.75,6.25,-1,-1,-1
01032000,khxh,6.6,7.75,6.75,-1,-1,-1,7,4,7.75
01032001,khxh,9.2,8.75,7,-1,-1,-1,8.25,9,9
01032002,khxh,7,7.5,7.5,-1,-1,-1,6.25,5.6,8.75
01032003,khtn,8,5.25,8.4,7.75,6,6.5,-1,-1,-1
01032004,khxh,8.2,8.25,7.5,-1,-1,-1,7.25,9,8.5
01032005,khxh,6.8,7.75,8.25,-1,-1,-1,7.25,8.8,7.5
01032006,khxh,4.6,6.5,3.25,-1,-1,-1,6.75,2.4,5.25
01032007,khxh,6.4,7,6,-1,-1,-1,6.5,2.2,7.5
01032008,khxh,6.2,6.5,8.75,-1,-1,-1,7.25,4,8.25
01032009,khtn,7.6,4.25,7.8,5,6.25,7.75,-1,-1,-1
01032010,khtn,7,7,4,7.25,4.75,7.75,-1,-1,-1
01032011,khxh,8.2,9.25,6.75,-1,-1,-1,6.75,8.8,7
01032012,khxh,5.8,7.75,7.25,-1,-1,-1,5.25,8.4,7.5
01032013,khtn,7,5.75,7,5.5,5,7.5,-1,-1,-1
01032014,khtn,8,9,7,5.75,4.75,6,-1,-1,-1
01032015,khxh,8.4,9.25,7.5,-1,-1,-1,6.5,8.6,9.25
01032016,khtn,7.8,4.25,4.8,8.25,5.5,7.75,-1,-1,-1
01032017,khxh,7.8,8.25,8,-1,-1,-1,7,8.8,8
01032018,khtn,7.8,4,5.4,2.75,4.5,8,-1,-1,-1
01032019,khxh,8.2,8.5,6.75,-1,-1,-1,6.25,8.4,8.5
01032020,khxh,7,7.5,6.75,-1,-1,-1,6,3.2,7.5
01032021,khxh,7,8.25,6.75,-1,-1,-1,6.75,7.6,8.25
01032022,khxh,7.4,7,5.75,-1,-1,-1,6.25,3.6,7.5
01032023,khxh,7,7.25,6.25,-1,-1,-1,6.25,8.6,6.75
01032024,khxh,7.4,8,6.5,-1,-1,-1,7,4.4,7
01032025,khxh,7.6,8.25,7.25,-1,-1,-1,6.5,5.8,8
01032026,khtn,8,7.5,5.2,7.75,3.5,7.5,-1,-1,-1
01032027,khxh,7,7.5,8.25,-1,-1,-1,7.75,6.6,8
01032028,khxh,8.8,7,6.25,-1,-1,-1,6.25,7,9
01032029,khxh,6,7.5,6.5,-1,-1,-1,6,8,7.25
01032030,khxh,7.6,7.5,8,-1,-1,-1,6.5,8.4,8.75
01032031,khxh,7.8,8,8,-1,-1,-1,8.5,9,9.25
01032032,khxh,7.2,8.5,7.25,-1,-1,-1,7.5,7.4,8
01032033,khxh,4,7.25,6.5,-1,-1,-1,5.5,5.6,7
01032034,khxh,8.4,7.75,6,-1,-1,-1,7.75,5.4,9
01032035,khtn,7.8,6.75,6.8,5.5,7.5,7.75,-1,-1,-1
01032036,khtn,8.8,8.25,5,6,4,8.25,-1,-1,-1
01032037,khtn,6.8,3,7.6,5.5,3.5,7,-1,-1,-1
01032038,khxh,8.2,7.5,8.75,-1,-1,-1,7.5,9.8,9
01032039,khxh,8.6,9,7.5,-1,-1,-1,8.25,8,9.75
01032040,khtn,7.4,3.75,7,3.75,4.5,9.25,-1,-1,-1
01032041,khtn,8.2,7.75,7.2,8.25,4.75,7.75,-1,-1,-1
01032042,khxh,5,9,7.75,-1,-1,-1,7.25,6.4,8.5
01032043,khtn,8.6,4,4.6,7,3.75,7,-1,-1,-1
01032044,khtn,7.8,8.25,5.4,6.75,4,6,-1,-1,-1
01032045,khxh,6,4,-1,-1,-1,-1,5.5,8.5,8
01032046,khxh,6,7.25,6.75,-1,-1,-1,8.25,4.4,8.25
01032047,khxh,5.6,6.25,6.25,-1,-1,-1,6,4.2,6.5
01032048,khxh,5.8,6.5,8,-1,-1,-1,6,3.6,8
01032049,khxh,7.2,8.5,4.5,-1,-1,-1,6.25,5.8,6.75
01032050,khtn,8,5.25,5,6.5,5,5.75,-1,-1,-1
01032051,khxh,7.2,8,5.25,-1,-1,-1,6.75,7.2,8.25
01032052,khtn,8,6.75,7.2,7,4.75,8,-1,-1,-1
01032053,khtn,8.2,8.5,7.4,9,3.25,6.75,-1,-1,-1
01032054,khtn,7.6,6.5,5.8,2.5,3.75,6.5,-1,-1,-1
01032055,khtn,8.2,3.5,6.8,7.25,4.25,7.75,-1,-1,-1
01032056,khtn,7.8,6.75,9,6,3.75,7,-1,-1,-1
01032057,khtn,6.6,6.25,3,5.5,2.5,7.75,-1,-1,-1
01032058,khxh,7.2,6.25,6.5,-1,-1,-1,6.25,3.6,7.25
01032059,khxh,5.4,6.25,4.5,-1,-1,-1,5.75,3.6,7.75
01032060,khtn,6.6,6.25,6.2,3.5,4.75,7.25,-1,-1,-1
01032061,khtn,6.6,5.25,7.2,7.25,5,6.5,-1,-1,-1
01032062,khtn,8.8,3.75,3.4,8.25,5,7.75,-1,-1,-1
01032063,khtn,8.8,9,9.2,9.5,3.75,8.25,-1,-1,-1
01032064,khxh,6.8,7.25,5,-1,-1,-1,7.25,5.2,6.75
01032065,khxh,6.6,7.75,7.5,-1,-1,-1,8,5.8,7.25
01032066,khtn,9.2,4.5,9,9.25,4.5,6.75,-1,-1,-1
01032067,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01032068,khtn,8.6,8.5,6.2,9.25,3.75,5.75,-1,-1,-1
01032069,khxh,5.6,5,6,-1,-1,-1,7,4.4,7
01032070,khxh,5.8,6.5,6,-1,-1,-1,6,8,7
01032071,khtn,6.2,6.5,4.8,6.75,2.75,5.5,-1,-1,-1
01032072,khtn,8.8,4.75,6.4,6.75,5.75,6.25,-1,-1,-1
01032073,khtn,8.8,6.5,9,6.75,4.25,6.5,-1,-1,-1
01032074,khtn,7.4,8.5,9.4,5,4.25,6.25,-1,-1,-1
01032075,khtn,7,7.5,8,7,5,6.5,-1,-1,-1
01032076,khxh,6,6.5,6,-1,-1,-1,7.5,6.2,8.25
01032077,khxh,7,8,7,-1,-1,-1,6,5.4,8.75
01032078,khxh,6.8,7.5,8.25,-1,-1,-1,6.5,3.4,9
01032079,khxh,5.6,7,7.75,-1,-1,-1,6.75,7.4,8.75
01032080,khtn,7.8,7,4.4,6.75,4.75,6.5,-1,-1,-1
01032081,khxh,8.8,8.75,7.75,-1,-1,-1,7.75,8.2,8.5
01032082,khxh,8.4,6,6.5,-1,-1,-1,5.75,7.8,8.25
01032083,khtn,8.2,8.5,8.4,6.5,6,7.25,-1,-1,-1
01032084,khtn,8.4,2.75,8,7.75,4.5,5.5,-1,-1,-1
01032085,khxh,5.8,7.5,8,-1,-1,-1,6.75,6.6,8.25
01032086,khtn,7.4,2.75,8.2,6,4.5,7,-1,-1,-1
01032087,khxh,7.6,7.5,6.75,-1,-1,-1,7.25,8.8,7.75
01032088,khtn,6.6,5.25,9.4,7.75,3.75,7.25,-1,-1,-1
01032089,khtn,7.6,8.25,5.6,8.75,3.25,5,-1,-1,-1
01032090,khtn,6.8,4.5,8,3.5,3.25,8.25,-1,-1,-1
01032091,khtn,7.6,8.25,6.8,7,5.25,6.5,-1,-1,-1
01032092,khtn,8.2,6.5,7.6,5.5,4.75,7.75,-1,-1,-1
01032093,khtn,7,4.5,7.8,7.25,3.5,4.5,-1,-1,-1
01032094,khxh,8.2,4.25,6.5,-1,-1,-1,5.75,2.6,7.5
01032095,khxh,7,7.75,6.75,-1,-1,-1,7,1.4,8.5
01032096,khxh,6.8,7.25,6.75,-1,-1,-1,7,7.4,7.25
01032097,khtn,8,7.75,5.6,7.25,3.75,8,-1,-1,-1
01032098,khtn,8.6,7.75,7.2,9,3.75,6.5,-1,-1,-1
01032099,khtn,6,3,6,5.75,4,5.5,-1,-1,-1
01032100,khtn,9,2.75,8.6,9.5,3.5,6,-1,-1,-1
01032101,khxh,3.6,6.25,3.75,-1,-1,-1,6.25,2.2,7.5
01032102,khtn,9,5.5,8.6,6.75,4.5,5.75,-1,-1,-1
01032103,khxh,6.6,7.5,5,-1,-1,-1,6.5,3.8,7.5
01032104,khxh,8.6,8.25,7,-1,-1,-1,6.5,7.2,9.25
01032105,khxh,8,6.75,6,-1,-1,-1,7,4.2,6
01032106,khxh,4.6,7.5,8.5,-1,-1,-1,7.25,5.8,8
01032107,khxh,5.2,7,8,-1,-1,-1,6.75,4.4,8.5
01032108,khxh,8.2,8.25,7.75,-1,-1,-1,7.5,5.8,9
01032109,khtn,8.6,4,5.4,7.75,4,8,-1,-1,-1
01032110,khtn,7.4,8.75,8.6,2.75,7.25,6.5,-1,-1,-1
01032111,khxh,6.8,8.75,9.25,-1,-1,-1,7.75,9.2,9.25
01032112,khtn,7.4,7,5,6.75,5.25,8,-1,-1,-1
01032113,khtn,7.6,6,4.2,6.75,4,8,-1,-1,-1
01032114,khtn,7.6,7.25,8.8,7,5.75,9.25,-1,-1,-1
01032115,khtn,8.8,8.75,7.8,8.5,5.25,6.75,-1,-1,-1
01032116,khtn,8.2,7.5,3.8,7.75,3.75,5.5,-1,-1,-1
01032117,khxh,7.4,9,7.25,-1,-1,-1,6.25,6,8
01032118,khxh,8,9,7,-1,-1,-1,7,8.4,8.25
01032119,khxh,8,7.5,7.5,-1,-1,-1,6.25,6.6,7.75
01032120,khtn,7.8,7.25,7.8,8.25,3.25,7,-1,-1,-1
01032121,khxh,7.8,9,7.5,-1,-1,-1,6,7.6,8
01032122,khxh,4.6,6.75,4.75,-1,-1,-1,4.25,7.4,8
01032123,khxh,7.4,7,7.5,-1,-1,-1,6,4.8,7
01032124,khxh,8.8,9.25,8.75,-1,-1,-1,8.25,9,9
01032125,khxh,5.8,7.5,7.5,-1,-1,-1,8.25,6.2,8.25
01032126,khxh,7.8,7.5,8.75,-1,-1,-1,7.75,8.6,8.5
01032127,khxh,8,7.75,6.75,-1,-1,-1,8.5,6.6,8.5
01032128,khxh,5,8,7.25,-1,-1,-1,7.25,7.8,8
01032129,khxh,8.2,8.75,7.75,-1,-1,-1,8,8.8,8
01032130,khxh,9,8.75,7.5,-1,-1,-1,7.25,9,8
01032131,khxh,6.4,7.75,4.75,-1,-1,-1,5,5.6,7
01032132,khxh,7.6,6.75,8,-1,-1,-1,7.5,5.8,8.5
01032133,khxh,5.2,7,6.75,-1,-1,-1,5.75,7.4,6.75
01032134,khxh,8.2,7.75,6.5,-1,-1,-1,6.5,3.8,8
01032135,khxh,6.4,8.75,5.75,-1,-1,-1,5.75,5.6,8
01032136,khxh,5.6,8,6.75,-1,-1,-1,6.75,5.4,8.75
01032137,khxh,7.8,9.25,8.25,-1,-1,-1,8.25,7.8,8.5
01032138,khxh,7.4,7.5,6.75,-1,-1,-1,6.75,5.6,8.25
01032139,khxh,5.4,7.25,6,-1,-1,-1,6,4,7
01032140,khxh,6.8,7.5,6.25,-1,-1,-1,6.25,3.4,6
01032141,khxh,8,9,7,-1,-1,-1,7.25,8,8.75
01032142,khxh,6.4,7.75,6.25,-1,-1,-1,6.25,4,8
01032143,khxh,5.6,7.5,8.25,-1,-1,-1,7.25,8.6,8.5
01032144,khxh,7,7.5,7.75,-1,-1,-1,7,6.2,7.75
01032145,khxh,6.4,7,7,-1,-1,-1,5.25,3,7.25
01032146,khxh,7.4,5.25,4,-1,-1,-1,5,4,6.5
01032147,khxh,6.6,7.25,4.25,-1,-1,-1,5.75,6,7.25
01032148,khxh,8.2,8.5,7,-1,-1,-1,8,8.2,7.75
